"STATION","NAME","DATE","AWND","TMAX","TMIN"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-08-22","6.93","88","67"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-08-23","10.51","89","67"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-08-24","4.70","86","65"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-08-25","8.28","73","58"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-08-26","6.93","80","61"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-08-27","7.38","78","68"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-08-28","6.04","81","67"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-08-29","3.58","79","65"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-08-30","8.05","82","59"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-08-31","12.30","87","61"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-01","7.61","79","57"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-02","7.38","82","53"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-03","11.41","88","66"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-04","12.97","83","61"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-05","7.61","66","51"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-06","3.36","73","47"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-07","10.07","77","49"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-08","10.51","89","59"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-09","7.61","75","62"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-10","16.33","67","50"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-11","9.84","52","46"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-12","8.50","55","39"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-13","10.51","61","36"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-14","6.26","72","40"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-15","9.84","67","46"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-16","9.40","71","45"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-17","5.37","81","49"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-18","10.51","79","53"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-19","16.55","90","63"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-20","8.05","87","56"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-21","7.38","76","48"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-22","7.16","75","45"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-23","12.53","70","57"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-24","8.50","82","57"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-25","5.37","85","54"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-26","9.40","84","59"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-27","13.20","82","60"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-28","8.95","83","60"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-29","8.50","83","57"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-09-30","12.75","76","62"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-01","4.70","80","57"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-02","13.42","69","47"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-03","20.36","57","36"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-04","7.38","63","33"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-05","13.42","72","47"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-06","8.95","78","49"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-07","9.84","76","48"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-08","5.59","68","44"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-09","11.63","69","49"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-10","6.49","57","36"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-11","8.28","64","33"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-12","10.74","63","43"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-13","21.47","65","47"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-14","10.96","68","38"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-15","7.61","75","34"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-16","11.41","78","43"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-17","13.87","66","39"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-18","5.82","58","32"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-19","9.84","75","43"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-20","4.70","76","40"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-21","10.51","78","41"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-22","10.29","73","54"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-23","6.49","65","45"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-24","6.71","80","48"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-25","6.26","76","42"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-26","6.26","79","50"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-27","13.65","72","38"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-28","9.62","60","33"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-29","6.71","62","27"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-30","15.21","64","35"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-10-31","8.28","44","22"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-01","17.22","54","29"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-02","18.12","67","42"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-03","16.55","65","36"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-04","9.40","64","30"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-05","15.88","70","39"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-06","9.40","58","33"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-07","16.11","70","39"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-08","12.97","56","34"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-09","6.93","70","36"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-10","21.70","51","22"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-11","21.03","24","13"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-12","18.34","24","9"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-13","9.62","26","9"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-14","9.84","29","8"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-15","13.20","27","9"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-16","13.20","33","-3"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-17","13.65","20","5"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-18","8.50","42","4"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-19","11.86","40","13"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-20","6.04","36","10"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-21","9.62","48","20"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-22","11.86","56","32"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-23","16.78","53","33"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-24","17.90","40","20"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-25","11.18","47","19"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-26","17.90","37","17"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-27","9.84","38","15"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-28","9.62","70","23"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-29","8.05","78","25"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-11-30","19.24","25","10"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-01","11.86","25","12"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-02","11.86","52","18"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-03","7.61","38","17"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-04","9.84","47","21"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-05","8.05","51","26"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-06","7.16","41","19"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-07","10.96","42","28"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-08","9.84","57","24"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-09","5.37","34","13"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-10","7.16","37","22"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-11","10.74","39","33"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-12","11.63","51","39"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-13","12.30","54","47"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-14","12.75","58","37"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-15","25.05","37","25"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-16","14.76","26","20"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-17","6.04","26","20"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-18","4.92","30","23"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-19","9.17","35","29"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-20","4.47","38","26"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-21","12.53","42","25"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-22","15.66","46","32"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-23","21.25","35","30"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-24","11.63","40","26"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-25","9.84","45","28"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-26","16.11","31","21"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-27","9.17","26","4"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-28","5.82","28","3"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-29","16.55","20","1"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-30","12.30","4","-7"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2014-12-31","13.42","15","-8"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-01","6.93","33","7"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-02","4.25","31","6"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-03","20.13","33","5"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-04","11.41","9","-4"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-05","13.87","26","3"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-06","11.86","21","3"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-07","16.11","12","-3"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-08","23.71","39","7"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-09","12.30","20","3"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-10","11.41","37","5"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-11","9.40","27","7"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-12","11.18","17","-1"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-13","8.05","24","0"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-14","8.05","40","10"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-15","8.95","48","20"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-16","10.96","53","29"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-17","18.12","52","31"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-18","7.61","54","20"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-19","9.84","59","27"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-20","11.18","50","27"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-21","12.08","44","24"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-22","8.50","42","22"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-23","10.96","50","20"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-24","14.09","53","29"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-25","16.33","45","25"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-26","10.51","63","30"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-27","8.50","64","26"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-28","12.75","68","24"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-29","17.67","46","20"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-30","11.41","45","18"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-01-31","9.17","38","29"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-01","25.05","29","-2"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-02","10.51","26","-9"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-03","8.05","45","9"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-04","14.99","25","-8"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-05","13.87","33","-7"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-06","9.62","54","32"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-07","11.41","59","35"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-08","10.74","64","31"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-09","9.40","40","29"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-10","10.96","55","33"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-11","17.00","41","24"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-12","10.96","24","8"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-13","9.84","59","20"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-14","12.97","41","16"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-15","6.93","21","13"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-16","6.04","39","16"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-17","12.30","30","4"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-18","11.41","18","2"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-19","10.96","23","13"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-20","5.14","46","11"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-21","12.75","39","17"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-22","14.32","19","2"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-23","11.41","29","0"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-24","12.30","50","17"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-25","19.91","43","11"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-26","14.32","17","0"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-27","5.82","22","-5"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-02-28","10.51","26","6"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-01","6.71","40","14"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-02","14.54","43","24"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-03","15.88","33","17"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-04","10.51","29","4"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-05","9.62","40","2"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-06","10.07","63","20"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-07","8.50","62","27"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-08","10.29","57","29"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-09","8.05","63","24"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-10","6.93","72","29"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-11","8.28","73","26"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-12","14.32","77","42"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-13","13.87","72","39"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-14","7.16","67","28"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-15","19.69","85","45"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-16","18.57","90","38"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-17","13.65","50","29"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-18","9.84","53","27"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-19","4.70","61","29"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-20","10.51","77","26"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-21","10.51","71","30"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-22","12.53","77","36"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-23","8.72","52","26"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-24","6.71","43","36"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-25","12.30","46","26"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-26","8.95","51","19"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-27","8.50","43","20"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-28","12.08","62","28"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-29","16.33","64","35"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-30","12.53","77","36"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-03-31","9.17","79","33"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-01","18.79","87","51"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-02","12.30","61","36"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-03","13.42","53","31"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-04","19.69","66","35"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-05","15.66","71","42"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-06","10.74","58","50"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-07","13.65","50","41"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-08","10.51","45","40"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-09","17.00","46","33"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-10","10.51","69","35"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-11","16.11","74","38"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-12","14.99","78","37"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-13","6.26","68","34"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-14","13.65","70","43"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-15","13.65","66","42"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-16","7.38","68","48"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-17","8.05","69","53"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-18","8.95","71","52"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-19","18.79","56","39"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-20","17.00","58","35"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-21","12.75","71","33"
"USW00014935","GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US","2015-04-22","5.59","57","27"
