"Sale Date"	"Sale Price"	"sale_reason"	"sale_instrument"	"sale_warning"	"sitetype"	"addr_full"	"zip5"	"ctyname"	"postalctyn"	"lon"	"lat"	"building_grade"	"square_feet_total_living"	"bedrooms"	"bath_full_count"	"bath_half_count"	"bath_3qtr_count"	"year_built"	"year_renovated"	"current_zoning"	"sq_ft_lot"	"prop_type"	"present_use"	"residuals"	"standardized.residuals"	"studentized.residuals"	"cooks.distance"	"dfbeta.(Intercept)"	"dfbeta.bedrooms"	"dfbeta.bath_full_count"	"dffit"	"leverage"	"covariance.ratios"
2006-01-03	 698000	 1	 3	NA	"R1"	"17021 NE 113TH CT"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 2810	 4	2	1	0	2003	   0	"R4"	   6635	"R"	  2	  -31178	-0.08168	-0.08167	0.0000002377428	    3.9065	   -1.5125	   -0.5949	-0.0008445	0.00011	1.00
2006-01-03	 649990	 1	 3	NA	"R1"	"11927 178TH PL NE"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 2880	 4	2	0	1	2006	   0	"R4"	   5570	"R"	  2	  -79188	-0.20744	-0.20744	0.0000015336344	    9.9218	   -3.8416	   -1.5109	-0.0021449	0.00011	1.00
2006-01-03	 572500	 1	 3	NA	"R1"	"13315 174TH AVE NE"	98052	NA	"REDMOND"	-122	48	 8	 2770	 4	1	1	1	1987	   0	"R6"	   8444	"R"	  2	    8098	 0.02122	 0.02122	0.0000000436825	    0.8104	    0.7984	   -1.6462	 0.0003620	0.00029	1.00
2006-01-03	 420000	 1	 3	NA	"R1"	"3303 178TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 1620	 3	1	0	1	1968	   0	"R4"	   9600	"R"	  2	  -77411	-0.20280	-0.20279	0.0000028312881	  -31.0960	    1.0828	   11.8601	-0.0029143	0.00021	1.00
2006-01-03	 369900	 1	 3	"15"	"R1"	"16126 NE 108TH CT"	98052	"REDMOND"	"REDMOND"	-122	48	 7	 1440	 3	1	0	1	1980	   0	"R6"	   7526	"R"	  2	 -127511	-0.33405	-0.33404	0.0000076819559	  -51.2210	    1.7836	   19.5359	-0.0048004	0.00021	1.00
2006-01-03	 184667	 1	15	"18 51"	"R1"	"8101 229TH DR NE"	98053	NA	"REDMOND"	-122	48	 7	 4160	 4	2	1	1	2005	   0	"URPSO"	   7280	"R"	  2	 -544511	-1.42642	-1.42648	0.0000725123789	   68.2239	  -26.4155	  -10.3891	-0.0147497	0.00011	1.00
2006-01-04	1050000	 1	 3	NA	"R1"	"21634 NE 87TH PL"	98053	NA	"REDMOND"	-122	48	10	 3960	 5	3	0	1	1993	   0	"RA5"	  97574	"R"	  2	   89055	 0.23333	 0.23332	0.0000086575465	  -58.1068	    9.8897	   17.0472	 0.0050961	0.00048	1.00
2006-01-04	 875000	 1	 3	NA	"R1"	"21404 NE 67TH ST"	98053	NA	"REDMOND"	-122	48	10	 3720	 4	2	1	0	1988	   0	"RA5"	  30649	"R"	  2	  145822	 0.38200	 0.38199	0.0000052004569	  -18.2705	    7.0741	    2.7822	 0.0039497	0.00011	1.00
2006-01-04	 660000	 1	 3	NA	"R1"	"7525 238TH AVE NE"	98053	NA	"REDMOND"	-122	48	 9	 4160	 4	2	1	1	1978	   0	"RA5"	  42688	"R"	  2	  -69178	-0.18122	-0.18122	0.0000011704149	    8.6676	   -3.3560	   -1.3199	-0.0018738	0.00011	1.00
2006-01-04	 650000	 1	 3	NA	"R1"	"17703 NE 26TH ST"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2760	 4	1	0	1	1976	   0	"R3"	  94889	"R"	  2	   85598	 0.22426	 0.22425	0.0000048805511	    8.5665	    8.4389	  -17.4010	 0.0038263	0.00029	1.00
2006-01-04	 599950	 1	 3	NA	"R1"	"14924 NE 74TH CT"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 2180	 3	2	1	0	1988	   0	"R5"	   7949	"R"	  2	  -62238	-0.16304	-0.16304	0.0000010850000	  -10.9730	    3.9860	   -4.3030	-0.0018041	0.00012	1.00
2006-01-04	 526787	 1	 3	NA	"R1"	"7858 148TH CT NE"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2480	 3	2	1	0	2005	   0	"R5"	   2647	"R"	  2	 -135401	-0.35470	-0.35469	0.0000051352519	  -23.8720	    8.6717	   -9.3613	-0.0039249	0.00012	1.00
2006-01-04	 470000	 1	 3	NA	"R1"	"17905 NE 26TH ST"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2230	 4	1	0	1	1975	   0	"R3"	  12070	"R"	  2	  -94402	-0.24732	-0.24731	0.0000059361093	   -9.4476	   -9.3068	   19.1907	-0.0042198	0.00029	1.00
2006-01-04	 165000	 1	 3	NA	"R1"	"2921 288TH AVE NE"	98053	NA	"REDMOND"	-122	48	 9	 1850	 3	2	0	0	2011	   0	"RA5"	 278891	"R"	  2	 -497188	-1.30246	-1.30250	0.0000692403072	  -87.6573	   31.8421	  -34.3743	-0.0144129	0.00012	1.00
2006-01-05	 803000	 1	 3	NA	"R1"	"3624 264TH AVE NE"	98053	NA	"REDMOND"	-122	48	10	 3180	 3	2	1	0	1990	   0	"RA5"	  95013	"R"	  2	  140812	 0.36888	 0.36887	0.0000055538806	   24.8260	   -9.0182	    9.7354	 0.0040817	0.00012	1.00
2006-01-05	 507950	 1	 3	NA	"R1"	"7850 148TH CT NE"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2480	 3	2	1	0	2005	   0	"R5"	   3099	"R"	  2	 -154238	-0.40405	-0.40404	0.0000066634743	  -27.1931	    9.8781	  -10.6636	-0.0044709	0.00012	1.00
2006-01-06	 765000	 1	 3	NA	"R1"	"8944 237TH PL NE"	98053	NA	"REDMOND"	-122	48	 9	 4000	 4	2	1	1	2005	   0	"URPSO"	   7611	"R"	  2	   35822	 0.09384	 0.09384	0.0000003138244	   -4.4882	    1.7378	    0.6835	 0.0009703	0.00011	1.00
2006-01-06	 589950	 1	 3	NA	"R1"	"11922 173RD PL NE"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2570	 4	2	1	0	2005	   0	"R4"	   4737	"R"	  2	 -139228	-0.36473	-0.36472	0.0000047408271	   17.4445	   -6.7543	   -2.6564	-0.0037711	0.00011	1.00
2006-01-09	 501000	 1	 3	NA	"R1"	"3201 176TH CT NE"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2620	 3	1	0	2	1972	   0	"R4"	   9649	"R"	  2	    3589	 0.00940	 0.00940	0.0000000060841	    1.4415	   -0.0502	   -0.5498	 0.0001351	0.00021	1.00
2006-01-09	 372500	 1	 3	NA	"R1"	"26920 NE 50TH ST"	98053	NA	"REDMOND"	-122	48	 7	 1620	 3	1	0	1	1977	   0	"RA5"	  47480	"R"	  2	 -124911	-0.32724	-0.32723	0.0000073718748	  -50.1765	    1.7473	   19.1375	-0.0047026	0.00021	1.00
2006-01-10	 513262	 1	 3	NA	"R1"	"11807 242ND PL NE"	98053	NA	"REDMOND"	-122	48	 8	 1930	 2	2	0	0	2005	   0	"URPSO"	   4958	"R"	  2	  -81936	-0.21467	-0.21466	0.0000055787993	  -39.1671	   14.4735	   -9.7687	-0.0040909	0.00036	1.00
2006-01-10	 482000	 1	 3	NA	"R1"	"9166 226TH PL NE"	98053	NA	"REDMOND"	-122	48	 7	 2360	 3	2	1	0	2003	   0	"URPSO"	   4080	"R"	  2	 -180188	-0.47203	-0.47202	0.0000090943075	  -31.7683	   11.5400	  -12.4577	-0.0052231	0.00012	1.00
2006-01-11	 765000	 1	 3	NA	"R1"	"4811 228TH AVE NE"	98053	NA	"REDMOND"	-122	48	 9	 3520	 4	3	0	0	1987	   0	"RA5"	  35348	"R"	  2	 -128955	-0.33786	-0.33785	0.0000139831986	   45.2295	    0.1992	  -31.1391	-0.0064766	0.00037	1.00
2006-01-11	 372500	 1	 3	NA	"R2"	"8606 134TH CT NE"	98052	"REDMOND"	"REDMOND"	-122	48	 7	 1640	 2	1	1	0	1986	   0	"R5"	   3279	"R"	  2	  -57921	-0.15175	-0.15174	0.0000026644770	  -40.7430	    7.3312	    5.9752	-0.0028272	0.00035	1.00
2006-01-11	 265000	 1	 3	NA	"R1"	"25149 NE PATTERSON WAY"	98053	NA	"REDMOND"	-122	48	10	 4920	 4	4	1	0	2007	   0	"RA5"	 112650	"R"	  2	 -793732	-2.08029	-2.08056	0.0015486919029	  457.6318	   40.9969	 -368.4404	-0.0681709	0.00107	1.00
2006-01-12	1392000	 1	 3	NA	"R1"	"2428 W LAKE SAMMAMISH PKWY NE"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 3740	 4	3	2	1	1998	   0	"R4"	  17291	"R"	  2	  498045	 1.30487	 1.30490	0.0002085773554	 -174.6836	   -0.7693	  120.2641	 0.0250153	0.00037	1.00
2006-01-12	 717390	 1	 3	NA	"R1"	"16565 NE 119TH WAY"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 3090	 3	2	1	0	2006	   0	"R4"	   5760	"R"	  2	   55202	 0.14461	 0.14460	0.0000008535446	    9.7324	   -3.5354	    3.8165	 0.0016001	0.00012	1.00
2006-01-12	 552000	 1	 3	NA	"R1"	"6128 145TH CT NE"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 2050	 3	2	0	0	1986	   0	"R5"	  10827	"R"	  2	 -110188	-0.28865	-0.28864	0.0000034008439	  -19.4268	    7.0569	   -7.6181	-0.0031940	0.00012	1.00
2006-01-12	 470000	 1	 3	NA	"R1"	"14876 NE 78TH WAY"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2120	 3	2	1	0	2005	   0	"R5"	   3962	"R"	  2	 -192188	-0.50347	-0.50345	0.0000103459511	  -33.8839	   12.3086	  -13.2874	-0.0055710	0.00012	1.00
2006-01-13	 523935	 1	 3	NA	"R1"	"11823 242ND PL NE"	98053	NA	"REDMOND"	-122	48	 8	 1680	 2	2	0	0	2005	   0	"URPSO"	   4764	"R"	  2	  -71263	-0.18671	-0.18670	0.0000042200627	  -34.0652	   12.5881	   -8.4962	-0.0035580	0.00036	1.00
2006-01-13	 399900	 1	 3	NA	"R1"	"24307 NE VINE MAPLE WAY"	98053	NA	"REDMOND"	-122	48	 8	 1350	 2	2	0	0	2005	   0	"URPSO"	   4781	"R"	 29	 -195298	-0.51167	-0.51166	0.0000316948593	  -93.3568	   34.4982	  -23.2841	-0.0097509	0.00036	1.00
2006-01-13	 335105	 1	 3	NA	"R1"	"2543 174TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 1690	 3	2	1	0	1979	   0	"R5"	   2752	"R"	 29	 -327083	-0.85684	-0.85684	0.0000299663407	  -57.6667	   20.9478	  -22.6137	-0.0094814	0.00012	1.00
2006-01-16	 572950	 1	 3	NA	"R1"	"17264 NE 119TH WAY"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2530	 4	2	1	0	2006	   0	"R4"	   3792	"R"	  2	 -156228	-0.40926	-0.40925	0.0000059692310	   19.5745	   -7.5790	   -2.9808	-0.0042316	0.00011	1.00
2006-01-17	 949950	 1	 3	NA	"R1"	"11878 175TH PL NE"	98052	"REDMOND"	"REDMOND"	-122	48	10	 3840	 5	3	1	0	2005	   0	"R4"	   6204	"R"	  2	  -10995	-0.02881	-0.02881	0.0000001319791	    7.1743	   -1.2211	   -2.1048	-0.0006292	0.00048	1.00
2006-01-17	 905000	 1	 3	"41"	"R1"	"24215 NE 59TH LN"	98053	NA	"REDMOND"	-122	48	10	 3520	 4	2	1	1	1998	   0	"RA2.5"	  46270	"R"	  2	  175822	 0.46059	 0.46057	0.0000075603569	  -22.0293	    8.5295	    3.3546	 0.0047623	0.00011	1.00
2006-01-17	 750073	 1	 3	NA	"R1"	"12240 243RD PL NE"	98053	NA	"REDMOND"	-122	48	 8	 2300	 3	2	1	0	2006	   0	"URPSO"	   5697	"R"	  2	   87885	 0.23023	 0.23022	0.0000021634481	   15.4947	   -5.6285	    6.0761	 0.0025475	0.00012	1.00
2006-01-17	 526718	 1	 3	NA	"R1"	"23844 NE ADAIR RD"	98053	NA	"REDMOND"	-122	48	 8	 1680	 2	2	0	0	2005	   0	"URPSO"	   6386	"R"	  2	  -68480	-0.17941	-0.17941	0.0000038968890	  -32.7349	   12.0965	   -8.1644	-0.0034190	0.00036	1.00
2006-01-18	 690749	 1	 3	NA	"R1"	"12223 243RD PL NE"	98053	NA	"REDMOND"	-122	48	 8	 2305	 3	2	1	0	2006	   0	"URPSO"	   7583	"R"	  2	   28561	 0.07482	 0.07482	0.0000002284875	    5.0355	   -1.8292	    1.9746	 0.0008279	0.00012	1.00
2006-01-18	 640000	 1	 3	NA	"R1"	"22233 NE 46TH ST"	98053	NA	"REDMOND"	-122	48	 9	 3010	 4	2	0	1	1986	   0	"RA5"	  35006	"R"	  2	  -89178	-0.23361	-0.23361	0.0000019449928	   11.1735	   -4.3263	   -1.7015	-0.0024155	0.00011	1.00
2006-01-18	 485000	 1	 3	NA	"R1"	"17609 NE 141ST ST"	98052	NA	"REDMOND"	-122	48	 8	 1920	 3	2	0	0	1986	   0	"R6"	   7560	"R"	  2	 -177188	-0.46417	-0.46416	0.0000087940012	  -31.2393	   11.3479	  -12.2503	-0.0051362	0.00012	1.00
2006-01-18	 270000	 1	 3	NA	"R1"	"15918 NE 53RD ST"	98052	"REDMOND"	"REDMOND"	-122	48	 7	 2280	 5	2	0	1	1966	   0	"R5"	  11180	"R"	  2	 -526169	-1.37851	-1.37856	0.0002005208377	  224.6638	  -84.7668	   16.3026	-0.0245276	0.00032	1.00
2006-01-19	 480000	 1	 3	NA	"R1"	"2600 181ST AVE NE"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2580	 4	2	0	1	1972	   0	"R3"	   7600	"R"	  2	 -249178	-0.65276	-0.65274	0.0000151851501	   31.2205	  -12.0882	   -4.7542	-0.0067493	0.00011	1.00
2006-01-19	 450400	 1	 3	NA	"R1"	"8727 140TH CT NE"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2080	 3	1	1	1	1983	   0	"R5"	   7640	"R"	  2	  -47011	-0.12316	-0.12315	0.0000010441943	  -18.8844	    0.6576	    7.2026	-0.0017698	0.00021	1.00
2006-01-20	 462150	 1	 3	NA	"R1"	"22862 NE 128TH PL"	98053	NA	"REDMOND"	-122	48	 8	 1570	 2	2	0	0	2005	   0	"URPSO"	   4766	"R"	  2	 -133048	-0.34858	-0.34857	0.0000147098843	  -63.5998	   23.5021	  -15.8624	-0.0066428	0.00036	1.00
2006-01-20	 418000	 1	 3	"15"	"R1"	"3419 W AMES LAKE DR NE"	98053	NA	"REDMOND"	-122	48	 8	 1620	 3	2	0	0	1979	   0	"RA5"	  29285	"R"	  2	 -244188	-0.63969	-0.63967	0.0000167019224	  -43.0519	   15.6389	  -16.8825	-0.0070784	0.00012	1.00
2006-01-20	 350000	12	 3	NA	"R1"	"6028 215TH AVE NE"	98053	NA	"REDMOND"	-122	48	 6	 1420	 4	1	1	0	1970	   0	"RA5"	  28087	"R"	  2	 -214402	-0.56171	-0.56169	0.0000306194744	  -21.4569	  -21.1373	   43.5853	-0.0095840	0.00029	1.00
2006-01-23	1445000	 1	 3	NA	"R1"	"20425 NE 71ST ST"	98053	NA	"REDMOND"	-122	48	11	 5440	 4	3	1	0	1991	   0	"RA5"	  36446	"R"	  2	  551045	 1.44372	 1.44378	0.0002553313392	 -193.2727	   -0.8512	  133.0622	 0.0276778	0.00037	1.00
2006-01-23	 729000	 1	 3	NA	"R1"	"3918 225TH CT NE"	98053	NA	"REDMOND"	-122	48	10	 3400	 3	2	1	0	1999	   0	"RA10"	  21807	"R"	  2	   66812	 0.17502	 0.17502	0.0000012503331	   11.7794	   -4.2789	    4.6192	 0.0019367	0.00012	1.00
2006-01-23	 542000	 1	 3	NA	"R1"	"11805 132ND PL NE"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 1800	 3	1	0	1	1987	   0	"R4"	  11200	"R"	  2	   44589	 0.11681	 0.11681	0.0000009393314	   17.9111	   -0.6237	   -6.8314	 0.0016786	0.00021	1.00
2006-01-23	 485000	 1	 3	NA	"R1"	"8010 138TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122	48	 7	 2960	 4	1	0	2	1973	   0	"R4"	   9660	"R"	  2	  -79402	-0.20802	-0.20802	0.0000041995446	   -7.9464	   -7.8280	   16.1414	-0.0035493	0.00029	1.00
2006-01-23	 445000	 1	 3	NA	"R1"	"9518 168TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122	48	 7	 1770	 3	1	0	1	1964	   0	"R5"	   7140	"R"	  2	  -52411	-0.13731	-0.13730	0.0000012978553	  -21.0535	    0.7331	    8.0299	-0.0019731	0.00021	1.00
2006-01-24	 754500	 1	 3	NA	"R1"	"12123 177TH CT NE"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 3150	 4	2	1	0	2005	   0	"R4"	   6312	"R"	  2	   25322	 0.06633	 0.06633	0.0000001568117	   -3.1726	    1.2284	    0.4831	 0.0006859	0.00011	1.00
2006-01-24	 640900	 1	 3	NA	"R1"	"12232 243RD PL NE"	98053	NA	"REDMOND"	-122	48	 8	 2520	 3	2	1	0	2005	   0	"URPSO"	   5580	"R"	  2	  -21288	-0.05577	-0.05577	0.0000001269375	   -3.7532	    1.3634	   -1.4718	-0.0006171	0.00012	1.00
2006-01-24	 589950	 1	 3	NA	"R1"	"11842 173RD PL NE"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2530	 4	2	1	0	2005	   0	"R4"	   3832	"R"	  2	 -139228	-0.36473	-0.36472	0.0000047408271	   17.4445	   -6.7543	   -2.6564	-0.0037711	0.00011	1.00
2006-01-24	 465000	 1	 3	NA	"R1"	"6057 189TH PL NE"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 1515	 2	2	1	0	2002	   0	"R12"	   3503	"R"	  2	 -130198	-0.34111	-0.34110	0.0000140864362	  -62.2375	   22.9987	  -15.5226	-0.0065005	0.00036	1.00
2006-01-24	 443509	 1	 3	NA	"R1"	"24253 NE VINE MAPLE WAY"	98053	NA	"REDMOND"	-122	48	 8	 1350	 2	1	0	1	2005	   0	"URPSO"	   4939	"R"	 29	   13088	 0.03429	 0.03429	0.0000001360435	    9.2063	   -1.6566	   -1.3502	 0.0006388	0.00035	1.00
2006-01-24	 362000	 1	 3	NA	"R1"	"13706 NE 76TH PL"	98052	"REDMOND"	"REDMOND"	-122	48	 7	 1250	 3	1	0	1	1963	   0	"R6"	   7381	"R"	  2	 -135411	-0.35475	-0.35473	0.0000086633169	  -54.3944	    1.8941	   20.7462	-0.0050979	0.00021	1.00
2006-01-25	 494000	 1	 3	NA	"R1"	"5931 189TH PL NE"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 1695	 3	2	1	0	2002	   0	"R12"	   3910	"R"	  2	 -168188	-0.44059	-0.44058	0.0000079233336	  -29.6526	   10.7715	  -11.6281	-0.0048753	0.00012	1.00
2006-01-25	 345000	 1	 3	NA	"R2"	"8607 139TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122	48	 7	 1280	 3	1	1	1	1984	   0	"R5"	   2437	"R"	  2	 -152411	-0.39928	-0.39927	0.0000109751023	  -61.2232	    2.1319	   23.3508	-0.0057379	0.00021	1.00
2006-01-26	1053649	 1	 3	NA	"R1"	"23821 NE ADAIR RD"	98053	NA	"REDMOND"	-122	48	 9	 2680	 2	2	1	0	2005	   0	"URPSO"	   8517	"R"	  2	  458451	 1.20113	 1.20115	0.0001746550570	  219.1503	  -80.9828	   54.6582	 0.0228907	0.00036	1.00
2006-01-26	 870000	 1	 3	"40"	"R1"	"10138 219TH PL NE"	98053	NA	"REDMOND"	-122	48	10	 4100	 4	2	1	0	1990	   0	"RA5"	  47042	"R"	  2	  140822	 0.36890	 0.36889	0.0000048499395	  -17.6441	    6.8316	    2.6868	 0.0038143	0.00011	1.00
2006-01-26	 844148	 1	 3	NA	"R1"	"16135 NE 41ST CT"	98052	"REDMOND"	"REDMOND"	-122	48	10	 3160	 3	2	1	0	1989	   0	"R4"	   9521	"R"	  2	  181960	 0.47667	 0.47666	0.0000092740440	   32.0807	  -11.6535	   12.5802	 0.0052745	0.00012	1.00
2006-01-26	 765719	 1	 3	NA	"R1"	"16563 NE 119TH WAY"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 3290	 5	3	1	0	2006	   0	"R4"	   5760	"R"	  2	 -195226	-0.51152	-0.51150	0.0000416063258	  127.3824	  -21.6804	  -37.3709	-0.0111719	0.00048	1.00
2006-01-26	 689000	 1	 3	NA	"R1"	"15847 NE 117TH ST"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 2680	 4	2	1	0	2004	   0	"R4"	   4970	"R"	  2	  -40178	-0.10525	-0.10525	0.0000003948068	    5.0341	   -1.9492	   -0.7666	-0.0010883	0.00011	1.00
2006-01-26	 446400	 8	 3	"12"	"R1"	"28616 NE 47TH PL"	98053	NA	"REDMOND"	-122	48	 7	 1770	 3	3	0	0	1984	   0	"RA5"	 220654	"R"	  2	 -380565	-0.99713	-0.99713	0.0001601526352	   18.6737	   43.4388	 -110.9635	-0.0219193	0.00048	1.00
2006-01-27	 849990	 1	 3	NA	"R1"	"12016 176TH AVE NE"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 3990	 5	2	0	1	2005	   0	"R4"	  13519	"R"	  2	   53821	 0.14101	 0.14100	0.0000020980472	  -22.9806	    8.6707	   -1.6676	 0.0025087	0.00032	1.00
2006-01-27	 798000	 1	 3	NA	"R1"	"11444 176TH PL NE"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 3020	 4	2	0	1	1977	   0	"R4"	  52915	"R"	  2	   68822	 0.18029	 0.18028	0.0000011583691	   -8.6229	    3.3387	    1.3131	 0.0018641	0.00011	1.00
2006-01-27	 527593	 1	 3	NA	"R1"	"11815 242ND PL NE"	98053	NA	"REDMOND"	-122	48	 8	 1870	 2	2	0	0	2005	   0	"URPSO"	   4639	"R"	  2	  -67605	-0.17712	-0.17712	0.0000037979402	  -32.3166	   11.9420	   -8.0601	-0.0033753	0.00036	1.00
2006-01-30	 599500	 1	 3	NA	"R1"	"9903 187TH CT NE"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 2740	 4	2	1	0	2005	   0	"R4"	   5072	"R"	  2	 -129678	-0.33971	-0.33970	0.0000041127638	   16.2479	   -6.2910	   -2.4742	-0.0035125	0.00011	1.00
2006-01-30	 540430	 1	 3	NA	"R1"	"14884 NE 78TH WAY"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2480	 3	2	1	0	2005	   0	"R5"	   2747	"R"	  2	 -121758	-0.31896	-0.31895	0.0000041525327	  -21.4667	    7.7979	   -8.4180	-0.0035294	0.00012	1.00
2006-01-31	 148000	14	15	"18"	"R1"	"6517 188TH PL NE"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 1930	 3	2	1	0	2003	   0	"R12"	   3430	"R"	  2	 -514188	-1.34699	-1.34704	0.0000740562267	  -90.6545	   32.9308	  -35.5496	-0.0149058	0.00012	1.00
2006-02-01	1900000	 1	 3	"15 52"	"R1"	"6507 240TH WAY NE"	98053	NA	"REDMOND"	-122	48	11	 6610	 4	3	1	1	1990	   0	"RA5"	  37017	"R"	  2	 1006045	 2.63581	 2.63642	0.0008510690924	 -352.8587	   -1.5541	  242.9321	 0.0505410	0.00037	1.00
2006-02-01	1080135	 1	 3	NA	"R1"	"23837 NE ADAIR RD"	98053	NA	"REDMOND"	-122	48	 9	 2700	 3	2	0	1	2006	   0	"URPSO"	   7694	"R"	  2	  417947	 1.09488	 1.09488	0.0000489282735	   73.6866	  -26.7671	   28.8958	 0.0121156	0.00012	1.00
2006-02-01	 451129	 1	 3	NA	"R2"	"12252 BIG LEAF WAY NE"	98053	NA	"REDMOND"	-122	48	 8	 1510	 2	2	0	0	2006	   0	"URPSO"	   4581	"R"	 29	 -144069	-0.37746	-0.37744	0.0000172478037	  -68.8681	   25.4489	  -17.1764	-0.0071930	0.00036	1.00
2006-02-01	 393000	 1	 3	NA	"R1"	"9036 229TH PL NE"	98053	NA	"REDMOND"	-122	48	 7	 1560	 3	2	1	0	2003	   0	"URPSO"	   4995	"R"	300	 -269188	-0.70518	-0.70517	0.0000202968759	  -47.4595	   17.2400	  -18.6110	-0.0078031	0.00012	1.00
2006-02-01	 384950	 1	 3	NA	"R2"	"6316 159TH PL NE"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 1720	 3	2	0	1	1978	   0	"R4"	   6960	"R"	  2	 -277238	-0.72627	-0.72625	0.0000215289730	  -48.8788	   17.7555	  -19.1675	-0.0080365	0.00012	1.00
2006-02-02	 579950	 1	 3	NA	"R1"	"17229 NE 119TH CT"	98052	"REDMOND"	"REDMOND"	-122	48	 8	 2370	 3	2	1	0	2006	   0	"R4"	   3442	"R"	  2	  -82238	-0.21544	-0.21543	0.0000018943636	  -14.4991	    5.2669	   -5.6857	-0.0023838	0.00012	1.00
2006-02-02	 538595	 1	 3	NA	"R1"	"12244 BIG LEAF WAY NE"	98053	NA	"REDMOND"	-122	48	 8	 1680	 2	2	0	0	2006	   0	"URPSO"	   6069	"R"	  2	  -56603	-0.14830	-0.14829	0.0000026623709	  -27.0574	    9.9985	   -6.7484	-0.0028260	0.00036	1.00
2006-02-02	 535500	 1	 3	NA	"R1"	"21035 NE NOVELTY HILL RD"	98053	NA	"REDMOND"	-122	48	 8	 3120	 4	2	0	1	1968	   0	"RA5P"	  31520	"R"	  2	 -193678	-0.50737	-0.50735	0.0000091740422	   24.2667	   -9.3958	   -3.6953	-0.0052460	0.00011	1.00
2006-02-02	 530020	 1	 3	NA	"R2"	"12300 BIG LEAF WAY NE"	98053	NA	"REDMOND"	-122	48	 8	 1900	 2	2	1	0	2006	   0	"URPSO"	   3306	"R"	 29	  -65178	-0.17076	-0.17076	0.0000035301437	  -31.1564	   11.5133	   -7.7707	-0.0032542	0.00036	1.00
2006-02-03	1075000	 1	 3	NA	"R1"	"8814 218TH AVE NE"	98053	NA	"REDMOND"	-122	48	11	 4340	 4	2	1	0	1992	   0	"RA5"	 141570	"R"	  2	  345822	 0.90593	 0.90592	0.0000292484062	  -43.3293	   16.7766	    6.5981	 0.0093672	0.00011	1.00
2006-02-03	 691321	 1	 3	NA	"R1"	"12215 243RD PL NE"	98053	NA	"REDMOND"	-122	48	 8	 2520	 3	2	1	0	2006	   0	"URPSO"	   5934	"R"	  2	   29133	 0.07632	 0.07632	0.0000002377312	    5.1363	   -1.8658	    2.0142	 0.0008445	0.00012	1.00
2006-02-03	 657953	 1	 3	NA	"R1"	"12201 243RD PL NE"	98053	NA	"REDMOND"	-122	48	 8	 2170	 2	2	1	0	2006	   0	"URPSO"	   5833	"R"	  2	   62755	 0.16442	 0.16441	0.0000032726224	   29.9985	  -11.0854	    7.4819	 0.0031332	0.00036	1.00
2006-02-03	 623990	 1	 3	NA	"R1"	"17735 NE 122ND ST"	98052	"REDMOND"	"REDMOND"	-122	48	 9	 2880	 4	2	0	1	2005	   0	"R4"	   5229	"R"	  2	 -105188	-0.27556	-0.27555	0.0000027060403	   13.1795	   -5.1029	   -2.0070	-0.0028491	0.00011	1.00
2006-02-06	 661500	 1	 3	NA	"R1"	"13232 171ST AVE NE"	98052	NA	"REDMOND"	-122	48	10	 2330	 4	2	1	0	1985	   0	"RA2.5"	  29888	"R"	  2	  -67678	-0.17729	-0.17729	0.0000011202088	    8.4797	   -3.2832	   -1.2913	-0.0018331	0.00011	1.00
